laptop_ID,Company,TypeName,OpSys,Full_HD,IPS_Panel,Touchscreen,4K_Ultra_HD,Retina_Display,Quad_HDplus,PPI,Ram_GB,Weight_kg,SSD,HDD,Flash_Storage,Hybrid,Memory_GB,cpu_marca,cpu_familia,cpu_ghz,brand_gpu,family_gpu
175,HP,Notebook,Windows 10,1,1,0,0,0,0,127.33567457123111,6,2.71,0,1,0,0,2048,Intel,I5,2.5,AMD,Radeon
1124,Asus,Gaming,Windows 10,1,1,0,0,0,0,141.21199808219862,16,2.59,1,1,0,0,1152,Intel,I7,2.6,Nvidia,GeForce
430,Asus,Notebook,Linux,1,0,0,0,0,0,141.21199808219862,8,2.3,0,1,0,0,1024,Intel,I3,2.4,Nvidia,GeForce
737,HP,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,4,2.1,0,1,0,0,1024,AMD,Other,3.0,AMD,Radeon
406,Lenovo,Ultrabook,Windows 10,0,1,0,0,0,0,209.8006828649808,16,1.13,1,0,0,0,1024,Intel,I7,2.7,Intel,HD Graphics
987,Toshiba,Notebook,Windows 10,1,0,0,0,0,0,157.3505121487356,8,1.95,1,0,0,0,256,Intel,I5,2.3,Intel,HD Graphics
730,Lenovo,Ultrabook,Windows 10,1,1,0,0,0,0,157.3505121487356,8,1.32,1,0,0,0,256,Intel,I5,2.5,Intel,HD Graphics
303,Lenovo,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,6,2.4,0,1,0,0,1024,AMD,Other,2.4,AMD,Radeon
1080,Dell,Ultrabook,Windows 10,1,0,0,0,0,0,165.6321180513006,8,1.29,1,0,0,0,256,Intel,I7,2.7,Intel,HD Graphics
542,Dell,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,8,1.93,1,0,0,0,256,Intel,I7,2.8,Nvidia,GeForce
753,Acer,Notebook,Chrome OS,0,0,0,0,0,0,111.93520355955211,2,1.68,0,0,1,0,32,Intel,CELERON,1.6,Intel,HD Graphics
876,HP,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,4,2.07,0,1,0,0,500,Intel,I5,2.3,Intel,HD Graphics
1104,Acer,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,4,2.4,0,1,0,0,500,AMD,Other,2.2,AMD,Radeon
535,Dell,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,4,2.3,0,1,0,0,500,Intel,I5,2.5,AMD,Radeon
83,Apple,Ultrabook,macOS,0,1,0,0,1,0,226.41554716935852,8,0.92,1,0,0,0,512,Intel,I5,1.3,Intel,HD Graphics
598,Lenovo,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,12,2.2,1,0,0,0,512,AMD,Other,3.6,AMD,Radeon
477,HP,2 in 1 Convertible,Windows 10,0,1,1,1,0,0,331.2642361026012,8,1.29,1,0,0,0,512,Intel,I7,1.8,Intel,HD Graphics
1120,Dell,Ultrabook,Windows 7,0,0,0,0,0,0,125.36742798669837,8,1.5,1,0,0,0,256,Intel,I5,2.3,Intel,HD Graphics
359,HP,Workstation,Windows 10,1,0,0,0,0,0,141.21199808219862,8,2.6,1,0,0,0,256,Intel,I7,2.8,Nvidia,Quadro
862,Asus,Gaming,Windows 10,1,0,0,0,0,0,141.21199808219862,16,2.1,1,1,0,0,1152,Intel,I7,2.8,Nvidia,GeForce
448,Dell,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,4,2.2,1,0,0,0,256,Intel,I5,1.6,AMD,Radeon
19,Lenovo,Notebook,No OS,1,0,0,0,0,0,141.21199808219862,8,2.2,0,1,0,0,1024,Intel,I3,2.4,Nvidia,GeForce
1206,Dell,Ultrabook,Linux,0,0,1,0,0,1,276.053530085501,8,1.23,1,0,0,0,256,Intel,I5,2.4,Intel,HD Graphics
551,Asus,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,4,2.0,0,1,0,0,500,AMD,Other,1.8,AMD,Radeon
651,Asus,Gaming,No OS,1,1,0,0,0,0,141.21199808219862,8,2.5,0,1,0,0,1024,Intel,I7,2.8,Nvidia,GeForce
264,Lenovo,2 in 1 Convertible,Windows 10,1,1,1,0,0,0,141.21199808219862,8,2.0,1,0,0,0,512,Intel,I7,2.8,Nvidia,GeForce
211,Dell,Ultrabook,Windows 10,0,1,1,1,0,0,331.2642361026012,8,1.21,1,0,0,0,256,Intel,I7,1.8,Intel,HD Graphics
569,HP,Ultrabook,Windows 10,0,1,1,0,0,1,276.053530085501,16,1.16,1,0,0,0,512,Intel,Other,1.2,Intel,HD Graphics
165,Acer,Notebook,Windows 10,1,1,0,0,0,0,127.33567457123111,4,3.0,1,0,0,0,256,Intel,I5,1.6,Nvidia,GeForce
653,Lenovo,Notebook,Windows 10,0,0,0,0,0,0,111.93520355955211,4,1.43,0,0,1,0,32,Intel,CELERON,1.6,Intel,HD Graphics
965,Dell,Ultrabook,Windows 10,1,0,0,0,0,0,157.3505121487356,8,1.36,1,0,0,0,256,Intel,I7,2.8,Intel,HD Graphics
910,Dell,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,4,2.18,0,1,0,0,1024,Intel,I3,2.0,AMD,Radeon
923,Dell,Notebook,Windows 10,1,0,0,0,0,0,157.3505121487356,8,1.6,1,0,0,0,256,Intel,I5,2.8,Intel,HD Graphics
1153,Dell,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,8,2.5,0,1,0,0,1024,Intel,I5,2.5,AMD,Radeon
1068,Dell,Ultrabook,Windows 10,0,0,1,0,0,1,276.053530085501,16,1.2,1,0,0,0,1024,Intel,I7,2.7,Intel,HD Graphics
507,Asus,Netbook,Windows 10 S,0,0,0,0,0,0,135.0942111925629,4,1.2,0,0,1,0,64,Intel,CELERON,1.1,Intel,HD Graphics
909,HP,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,8,2.04,0,1,0,0,1024,Intel,I7,2.7,Nvidia,GeForce
1008,Dell,2 in 1 Convertible,Windows 10,1,0,1,0,0,0,165.6321180513006,8,1.68,1,0,0,0,256,Intel,I5,2.5,Intel,HD Graphics
1318,Lenovo,Notebook,Windows 10,0,0,0,0,0,0,111.93520355955211,2,1.5,0,0,1,0,64,Intel,CELERON,1.6,Intel,HD Graphics
238,Dell,Notebook,Windows 10,1,0,0,0,0,0,157.3505121487356,8,1.6,1,0,0,0,256,Intel,I5,2.5,Intel,HD Graphics
691,HP,Notebook,Windows 10,1,1,0,0,0,0,127.33567457123111,4,2.5,1,0,0,0,256,Intel,I3,2.0,AMD,Radeon
614,Lenovo,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,6,2.4,0,1,0,0,1024,Intel,I5,2.5,Intel,HD Graphics
35,Apple,Ultrabook,Mac OS X,0,0,0,0,0,0,127.67794013309688,8,1.35,0,0,1,0,256,Intel,I5,1.6,Intel,HD Graphics
966,Toshiba,Notebook,Windows 7,1,0,0,0,0,0,165.6321180513006,8,1.2,1,0,0,0,256,Intel,I5,2.3,Intel,HD Graphics
426,Lenovo,Ultrabook,Windows 10,1,1,0,0,0,0,157.3505121487356,8,1.75,1,0,0,0,256,Intel,I7,1.8,AMD,Radeon
869,Dell,Notebook,Windows 10,1,0,1,0,0,0,165.6321180513006,8,1.62,0,1,0,0,1024,Intel,I5,2.3,Intel,HD Graphics
843,Lenovo,Notebook,Windows 10,1,1,0,0,0,0,157.3505121487356,8,1.32,1,0,0,0,256,Intel,I5,2.6,Intel,HD Graphics
671,HP,Notebook,Windows 10,0,0,0,0,0,0,141.21199808219862,6,2.04,0,1,0,0,1024,Intel,I3,2.0,AMD,Radeon
955,Asus,Notebook,Windows 10,0,0,0,0,0,0,106.11306214269258,4,2.8,0,1,0,0,1024,Intel,PENTIUM,1.6,Nvidia,GeForce
1295,Acer,Notebook,Linux,0,0,0,0,0,0,100.45466986113651,4,2.4,0,1,0,0,500,Intel,CELERON,1.6,Intel,HD Graphics
562,Asus,Notebook,Linux,0,0,0,0,0,0,100.45466986113651,4,2.0,0,1,0,0,500,Intel,CELERON,1.1,Intel,HD Graphics
827,Dell,Gaming,Windows 10,1,1,0,0,0,0,127.33567457123111,16,4.36,1,1,0,0,1152,Intel,I7,2.8,Nvidia,GeForce
393,Dell,Workstation,Windows 10,1,0,0,0,0,0,141.21199808219862,8,2.23,0,1,0,0,500,Intel,I5,2.6,AMD,FirePro
126,HP,Notebook,Windows 10,1,0,0,0,0,0,127.33567457123111,16,2.5,1,0,0,0,512,Intel,I7,1.8,Nvidia,GeForce
32,Asus,Notebook,Windows 10,0,0,0,0,0,0,111.93520355955211,2,1.65,0,0,1,0,32,AMD,Other,1.5,AMD,Radeon
294,Lenovo,Notebook,No OS,1,0,0,0,0,0,141.21199808219862,8,2.2,0,1,0,0,1024,Intel,I7,2.7,Nvidia,GeForce
842,Lenovo,Notebook,Windows 10,1,0,0,0,0,0,157.3505121487356,8,1.7,1,0,0,0,256,Intel,I5,2.3,Intel,HD Graphics
567,Acer,2 in 1 Convertible,Windows 10,1,1,1,0,0,0,189.90579052433606,4,1.25,0,0,1,0,32,Intel,CELERON,2.0,Intel,HD Graphics
282,Acer,Notebook,Windows 10,1,1,0,0,0,0,141.21199808219862,8,2.2,0,1,0,0,1024,Intel,I7,1.8,Nvidia,GeForce
936,HP,Ultrabook,Windows 10,0,0,1,0,0,1,276.053530085501,8,1.39,1,0,0,0,256,Intel,I7,2.7,Intel,HD Graphics
215,Acer,Notebook,Linux,1,0,0,0,0,0,141.21199808219862,8,2.4,0,1,0,0,1024,Intel,I7,2.8,Nvidia,GeForce
1027,HP,Ultrabook,Windows 10,1,0,0,0,0,0,157.3505121487356,8,1.54,1,0,0,0,256,Intel,I7,2.5,Intel,HD Graphics
771,Google,Ultrabook,Chrome OS,0,0,1,0,0,0,234.50740003017813,8,1.1,1,0,0,0,256,Intel,I5,1.2,Intel,HD Graphics
1254,HP,Ultrabook,Windows 7,0,0,0,0,0,0,209.8006828649808,8,1.54,1,0,0,0,256,Intel,I7,2.5,Intel,HD Graphics
1171,Dell,Gaming,Windows 10,1,0,0,0,0,0,141.21199808219862,8,2.62,0,1,0,0,1024,Intel,I7,2.8,Nvidia,GeForce
224,Dell,2 in 1 Convertible,Windows 10,1,0,1,0,0,0,165.6321180513006,16,1.62,1,0,0,0,512,Intel,I7,1.8,Intel,HD Graphics
13,Apple,Ultrabook,macOS,0,1,0,0,1,0,220.53462386625827,16,1.83,1,0,0,0,256,Intel,I7,2.8,AMD,Radeon
574,Fujitsu,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,8,2.2,0,1,0,0,1024,Intel,I5,2.5,Intel,HD Graphics
341,HP,Notebook,Windows 10,1,0,0,0,0,0,157.3505121487356,8,1.48,1,0,0,0,256,Intel,I5,2.6,Intel,HD Graphics
835,Asus,2 in 1 Convertible,Windows 10,1,0,1,0,0,0,165.6321180513006,8,1.1,1,0,0,0,256,Intel,I5,2.5,Intel,HD Graphics
828,Dell,Notebook,Windows 10,0,0,0,0,0,0,111.93520355955211,4,1.76,0,1,0,0,500,Intel,I5,2.3,Intel,HD Graphics
1252,Apple,Ultrabook,Mac OS X,0,0,0,0,0,0,135.0942111925629,4,1.08,0,0,1,0,256,Intel,I5,1.6,Intel,HD Graphics
386,HP,Gaming,Windows 10,1,1,0,0,0,0,127.33567457123111,8,3.35,1,1,0,0,1152,Intel,I7,2.8,Nvidia,GeForce
327,Asus,Notebook,Windows 10,1,0,0,0,0,0,157.3505121487356,8,2.0,1,0,0,0,256,Intel,I7,2.7,Intel,HD Graphics
1200,Dell,Notebook,Linux,1,0,0,0,0,0,141.21199808219862,8,1.98,1,0,0,0,256,Intel,I7,2.7,Nvidia,GeForce
768,Acer,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,4,2.1,1,0,0,0,256,Intel,I5,2.5,Intel,HD Graphics
964,HP,Workstation,Windows 10,1,1,0,0,0,0,141.21199808219862,8,2.0,1,0,0,0,8,Intel,I7,2.7,Nvidia,Quadro
694,HP,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,4,1.86,0,1,0,0,500,Intel,I5,2.5,AMD,Radeon
985,Dell,Ultrabook,Windows 10,0,0,1,0,0,0,209.8006828649808,8,1.5,1,0,0,0,256,Intel,I7,2.6,Intel,HD Graphics
915,Lenovo,Ultrabook,Windows 10,1,1,0,0,0,0,157.3505121487356,8,1.13,0,0,1,0,256,Intel,I7,2.7,Intel,HD Graphics
462,Dell,2 in 1 Convertible,Windows 10,0,0,1,0,0,0,135.0942111925629,4,1.47,0,1,0,0,500,Intel,PENTIUM,1.6,Intel,HD Graphics
620,Dell,Notebook,Linux,0,0,0,0,0,0,100.45466986113651,4,2.25,0,1,0,0,1024,Intel,I3,2.0,Intel,HD Graphics
932,Dell,Gaming,Windows 10,1,0,0,0,0,0,141.21199808219862,16,2.6,1,1,0,0,1152,Intel,I7,2.8,Nvidia,GeForce
128,HP,Notebook,No OS,0,0,0,0,0,0,100.45466986113651,4,1.86,0,1,0,0,500,Intel,CELERON,1.6,Intel,HD Graphics
184,Dell,Notebook,Linux,1,0,0,0,0,0,141.21199808219862,16,2.02,1,1,0,0,2304,Intel,I7,1.8,AMD,Radeon
1146,Lenovo,2 in 1 Convertible,Windows 7,1,1,1,0,0,0,157.3505121487356,8,1.8,1,0,0,0,512,Intel,I7,2.6,Nvidia,Quadro
458,Dell,Workstation,Windows 10,1,1,0,0,0,0,141.21199808219862,16,2.17,1,0,0,0,256,Intel,I7,2.7,Nvidia,Quadro
731,Dell,Gaming,Windows 10,0,0,0,1,0,0,254.67134914246222,32,4.36,1,1,0,0,2048,Intel,I7,2.8,Nvidia,GeForce
241,Acer,Notebook,Linux,0,0,0,0,0,0,100.45466986113651,4,2.1,0,1,0,0,1024,Intel,I3,2.0,Intel,HD Graphics
465,Microsoft,Ultrabook,Windows 10 S,0,0,1,0,0,0,200.84255993695703,8,1.25,1,0,0,0,256,Intel,I7,2.5,Intel,Iris
739,Dell,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,12,2.25,0,1,0,0,1024,Intel,I5,2.5,Intel,HD Graphics
1060,HP,Notebook,Windows 7,1,0,0,0,0,0,157.3505121487356,8,1.43,1,0,0,0,256,Intel,I5,2.3,Intel,HD Graphics
235,Asus,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,4,2.37,0,1,0,0,1024,Intel,I3,2.4,Intel,HD Graphics
1280,Dell,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,6,2.3,0,1,0,0,1024,Intel,I3,2.4,Intel,HD Graphics
525,HP,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,8,2.04,1,0,0,0,256,Intel,I5,2.5,Nvidia,GeForce
970,Dell,2 in 1 Convertible,Windows 10,1,0,1,0,0,0,165.6321180513006,8,1.24,1,0,0,0,256,Intel,I5,1.2,Intel,HD Graphics
505,Lenovo,Notebook,Windows 10,1,1,0,0,0,0,165.6321180513006,8,1.4,1,0,0,0,256,Intel,I3,2.4,Intel,HD Graphics
464,Microsoft,Ultrabook,Windows 10 S,0,0,1,0,0,0,200.84255993695703,4,1.252,1,0,0,0,128,Intel,M3,2.2,Intel,HD Graphics
935,HP,Ultrabook,Windows 10,1,0,0,0,0,0,141.21199808219862,8,1.84,1,0,0,0,256,Intel,I7,2.5,AMD,Radeon
677,Acer,Notebook,Linux,0,0,0,0,0,0,100.45466986113651,4,2.1,1,0,0,0,128,Intel,I3,2.0,Intel,HD Graphics
21,Asus,Netbook,Windows 10,0,0,0,0,0,0,135.0942111925629,2,0.98,0,0,1,0,32,Intel,ATOM,1.44,Intel,HD Graphics
142,HP,Notebook,Windows 10,1,1,0,0,0,0,165.6321180513006,4,1.32,1,0,0,0,256,Intel,I5,2.5,Intel,HD Graphics
377,Acer,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,4,2.1,1,0,0,0,128,AMD,Other,3.0,AMD,Radeon
116,HP,Notebook,Windows 10,0,1,0,0,0,0,111.93520355955211,4,1.63,0,1,0,0,500,Intel,I5,1.6,Intel,HD Graphics
736,Dell,Notebook,Linux,0,0,0,0,0,0,100.45466986113651,8,2.32,0,1,0,0,1024,Intel,I5,2.5,AMD,Radeon
1103,HP,Notebook,Chrome OS,0,0,0,0,0,1,276.053530085501,4,1.29,0,0,1,0,32,Intel,PENTIUM,1.5,Intel,HD Graphics
684,Asus,Ultrabook,Windows 10,1,0,0,0,0,0,157.3505121487356,8,1.1,1,0,0,0,256,Intel,I5,2.5,Intel,HD Graphics
279,Toshiba,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,8,2.2,0,1,0,0,500,Intel,I7,2.5,Nvidia,GeForce
1136,HP,Notebook,Windows 10,1,0,0,0,0,0,165.6321180513006,8,1.16,1,0,0,0,256,Intel,I5,2.3,Intel,HD Graphics
64,Asus,Notebook,Windows 10,1,0,0,0,0,0,157.3505121487356,8,1.4,1,0,0,0,256,Intel,I5,1.6,Intel,HD Graphics
528,HP,Ultrabook,Windows 10,1,1,0,0,0,0,165.6321180513006,8,1.32,1,0,0,0,256,Intel,I7,2.7,Intel,HD Graphics
738,Acer,Gaming,Windows 10,1,1,0,0,0,0,127.33567457123111,16,4.2,1,1,0,0,1152,Intel,I7,2.6,Nvidia,GeForce
261,HP,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,8,1.91,1,0,0,0,128,AMD,Other,2.5,AMD,Radeon
1297,Lenovo,Notebook,Windows 10,1,1,0,0,0,0,141.21199808219862,8,2.6,0,1,0,0,1024,Intel,I7,2.6,Nvidia,GeForce
1188,HP,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,8,1.96,1,0,0,0,256,Intel,I7,2.5,Intel,HD Graphics
718,Lenovo,Gaming,Windows 10,1,1,0,0,0,0,141.21199808219862,8,2.5,1,1,0,0,1152,Intel,I7,2.8,Nvidia,GeForce
432,Dell,Gaming,Windows 10,1,1,0,0,0,0,141.21199808219862,8,2.62,1,1,0,0,1152,Intel,I7,2.8,Nvidia,GeForce
213,Lenovo,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,8,2.2,1,0,0,0,256,Intel,I5,2.5,Intel,HD Graphics
773,Dell,Notebook,Windows 10,0,0,0,0,0,0,117.82653006268643,4,1.65,0,1,0,0,500,Intel,I3,2.0,Intel,HD Graphics
1165,Dell,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,8,2.18,1,0,0,0,256,Intel,I7,2.7,Nvidia,GeForce
775,Asus,Notebook,Windows 10,0,0,0,0,0,0,90.58340172449303,4,2.8,0,1,0,0,1024,Intel,PENTIUM,1.1,Nvidia,GeForce
59,MSI,Gaming,Windows 10,1,0,0,0,0,0,127.33567457123111,16,2.43,1,1,0,0,2304,Intel,I7,2.8,Nvidia,GeForce
712,Lenovo,Notebook,No OS,0,0,0,0,0,0,100.45466986113651,4,1.9,0,1,0,0,500,Intel,I3,2.0,Intel,HD Graphics
791,Toshiba,Ultrabook,Windows 10,1,1,0,0,0,0,157.3505121487356,16,1.47,1,0,0,0,512,Intel,I7,2.6,Nvidia,GeForce
571,Asus,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,8,2.5,1,1,0,0,1152,Intel,I5,2.5,Nvidia,GeForce
1277,MSI,Gaming,Windows 10,1,0,0,0,0,0,141.21199808219862,8,2.4,1,1,0,0,1152,Intel,I7,2.6,Nvidia,GeForce
947,Lenovo,2 in 1 Convertible,Windows 10,0,1,1,0,0,1,276.053530085501,16,1.3,1,0,0,0,1024,Intel,I7,2.2,Intel,Iris
1044,HP,Notebook,Windows 10,0,0,0,0,0,0,111.93520355955211,4,1.64,1,0,0,0,256,Intel,I5,2.5,Intel,HD Graphics
697,Lenovo,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,4,2.1,0,1,0,0,500,Intel,CELERON,1.6,Intel,HD Graphics
591,Dell,Netbook,Chrome OS,0,0,0,0,0,0,135.0942111925629,4,1.26,0,0,1,0,16,Intel,CELERON,1.6,Intel,HD Graphics
343,HP,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,8,1.84,1,0,0,0,256,Intel,I5,2.5,Intel,HD Graphics
473,Acer,Notebook,Windows 10,0,0,0,0,0,0,100.45466986113651,4,2.2,0,1,0,0,500,Intel,I3,2.0,Nvidia,GeForce
243,Asus,Gaming,Windows 10,1,0,0,0,0,0,127.33567457123111,32,4.7,1,1,0,0,1536,Intel,I7,2.9,Nvidia,GeForce
607,HP,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,8,1.84,1,0,0,0,256,Intel,I7,2.7,Intel,HD Graphics
89,HP,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,8,1.96,1,0,0,0,256,Intel,I5,2.5,Intel,HD Graphics
1226,Acer,Notebook,Windows 10,0,0,0,0,0,0,106.11306214269258,8,3.3,0,1,0,0,1024,Intel,I3,2.0,Nvidia,GeForce
621,Dell,Notebook,Linux,0,0,0,0,0,0,100.45466986113651,4,1.93,0,1,0,0,500,Intel,I5,2.6,Intel,HD Graphics
102,HP,Gaming,Windows 10,1,1,0,0,0,0,141.21199808219862,12,2.62,1,1,0,0,1152,Intel,I7,2.8,Nvidia,GeForce
1256,MSI,Gaming,Windows 10,1,0,0,0,0,0,141.21199808219862,8,2.3,1,1,0,0,1152,Intel,I7,2.6,Nvidia,GeForce
242,Asus,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,4,2.2,1,1,0,0,1152,AMD,Other,2.5,AMD,Radeon
522,Asus,Netbook,Windows 10,0,0,0,0,0,0,135.0942111925629,2,1.1,0,0,1,0,32,Intel,CELERON,1.1,Intel,HD Graphics
584,Lenovo,Gaming,Windows 10,1,1,0,0,0,0,127.33567457123111,32,4.6,1,1,0,0,1280,Intel,I7,2.7,Nvidia,GeForce
1040,HP,Notebook,Windows 10,0,0,0,0,0,0,111.93520355955211,4,2.31,0,1,0,0,500,Intel,I5,2.5,Intel,HD Graphics
1012,Asus,Gaming,Windows 10,1,0,0,0,0,0,141.21199808219862,16,2.5,1,1,0,0,1280,Intel,I7,2.8,Nvidia,GeForce
336,MSI,Gaming,Windows 10,1,0,0,0,0,0,127.33567457123111,8,2.7,1,1,0,0,1280,Intel,I7,2.8,Nvidia,GeForce
552,HP,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,4,2.1,1,0,0,0,128,Intel,I3,2.4,Intel,HD Graphics
854,HP,Ultrabook,Windows 7,1,0,0,0,0,0,157.3505121487356,8,1.54,1,0,0,0,512,Intel,I7,2.5,Intel,HD Graphics
518,Acer,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,4,2.2,0,1,0,0,500,Intel,I7,2.7,Nvidia,GeForce
575,Lenovo,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,4,2.2,0,1,0,0,500,Intel,PENTIUM,1.1,Intel,HD Graphics
185,Dell,Ultrabook,Windows 10,1,0,0,0,0,0,165.6321180513006,8,1.23,1,0,0,0,256,Intel,I5,1.6,Intel,HD Graphics
123,Acer,Notebook,Windows 10,1,1,1,0,0,0,141.21199808219862,6,2.1,0,1,0,0,1024,Intel,I3,2.4,Intel,HD Graphics
1043,HP,Notebook,Windows 10,1,0,0,0,0,0,127.33567457123111,8,2.63,1,0,0,0,256,Intel,I5,2.5,Nvidia,GeForce
761,Asus,Notebook,No OS,0,0,0,0,0,0,100.45466986113651,4,2.45,0,1,0,0,1024,Intel,I5,2.3,Nvidia,GeForce
633,Mediacom,Notebook,Windows 10,1,0,0,0,0,0,157.3505121487356,2,1.4,0,0,1,0,32,Intel,ATOM,1.44,Intel,HD Graphics
976,Acer,Notebook,Windows 10,1,0,0,0,0,0,141.21199808219862,12,2.4,1,1,0,0,1152,Intel,I5,2.5,Nvidia,GeForce
1261,Dell,2 in 1 Convertible,Windows 10,1,0,1,0,0,0,127.33567457123111,16,2.77,1,0,0,0,512,Intel,I7,2.7,Nvidia,GeForce
1279,Asus,Ultrabook,Windows 10,1,1,0,0,0,0,165.6321180513006,8,1.2,1,0,0,0,512,Intel,Other,0.9,Intel,HD Graphics
