laptop_ID,Company,TypeName,Inches,OpSys,Touchscreen,IPS,ResX,ResY,PPI,Cpu_brand,Cpu_family,Cpu_speed,Gpu_brand,Gpu_dedicated,HDD,SSD,Flash,Hybrid,Total_Storage,Ram_GB,Weight_kg,Cpu_gen,Gpu_model_num,Gpu_is_integrated,Cpu_power,Gpu_power,Has_SSD,Has_HDD,Storage_speed,Weight_per_inch,Ram_per_kg,Weight_norm,Ram_norm,Company_category,OS_category
819,HP,Gaming,17.3,Windows 10,0,1,1920.0,1080.0,127.33567457123111,Intel,i7,2.8,AMD,1,1000.0,0.0,0.0,0.0,1000.0,12,3.74,77.0,580.0,0,215.6,580.0,0,1,1,0.2161849710982659,3.2085561497326203,0.7957446808510639,0.375,Business,Windows
438,Lenovo,Notebook,13.3,Windows 10,0,1,1920.0,1080.0,165.6321180513006,Intel,i7,2.7,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.4,75.0,620.0,1,202.5,0.0,1,0,2,0.10526315789473684,5.714285714285714,0.2978723404255319,0.25,Business,Windows
296,Asus,Gaming,17.3,Windows 10,0,0,1920.0,1080.0,127.33567457123111,Intel,i7,2.8,Nvidia,1,1000.0,0.0,0.0,0.0,1000.0,8,3.0,77.0,1050.0,0,215.6,1050.0,0,1,1,0.17341040462427745,2.6666666666666665,0.6382978723404255,0.25,Budget,Windows
993,Asus,Gaming,17.3,Windows 10,0,0,1920.0,1080.0,127.33567457123111,Intel,i7,2.8,Nvidia,1,1000.0,256.0,0.0,0.0,1256.0,16,2.99,77.0,1050.0,0,215.6,1050.0,1,1,3,0.17283236994219653,5.351170568561873,0.6361702127659574,0.5,Budget,Windows
898,Asus,Gaming,17.3,Windows 10,0,0,1920.0,1080.0,127.33567457123111,Intel,i5,2.5,Nvidia,1,1000.0,128.0,0.0,0.0,1128.0,12,2.2,73.0,1050.0,0,182.5,1050.0,1,1,3,0.12716763005780346,5.454545454545454,0.46808510638297873,0.375,Budget,Windows
831,Lenovo,Ultrabook,14.0,Windows 10,0,1,1920.0,1080.0,157.3505121487356,Intel,i7,2.7,Intel,0,0.0,512.0,0.0,0.0,512.0,8,1.13,75.0,620.0,1,202.5,0.0,1,0,2,0.08071428571428571,7.079646017699115,0.24042553191489358,0.25,Business,Windows
326,Lenovo,Notebook,17.3,Windows 10,0,0,1600.0,900.0,106.11306214269258,Intel,i5,2.5,Nvidia,1,1000.0,0.0,0.0,0.0,1000.0,4,2.79,72.0,920.0,0,180.0,920.0,0,1,1,0.16127167630057804,1.4336917562724014,0.5936170212765958,0.125,Business,Windows
543,Dell,Notebook,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,Intel,i5,1.6,AMD,1,0.0,256.0,0.0,0.0,256.0,8,2.2,82.0,530.0,0,131.20000000000002,530.0,1,0,2,0.14102564102564105,3.6363636363636362,0.46808510638297873,0.25,Business,Windows
1203,Asus,Gaming,15.6,Windows 10,0,1,1920.0,1080.0,141.21199808219862,Intel,i7,2.6,Nvidia,1,1000.0,256.0,0.0,0.0,1256.0,8,2.591,67.0,960.0,0,174.20000000000002,960.0,1,1,3,0.1660897435897436,3.0876109610189113,0.5512765957446809,0.25,Budget,Windows
202,HP,Gaming,17.3,Windows 10,0,1,1920.0,1080.0,127.33567457123111,Intel,i7,2.8,Nvidia,1,1000.0,256.0,0.0,0.0,1256.0,16,3.35,77.0,1050.0,0,215.6,1050.0,1,1,3,0.1936416184971098,4.776119402985074,0.7127659574468085,0.5,Business,Windows
1184,Lenovo,Notebook,15.6,Windows 10,0,1,1920.0,1080.0,141.21199808219862,Intel,i5,2.5,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.95,72.0,620.0,1,180.0,0.0,1,0,2,0.125,4.102564102564103,0.4148936170212766,0.25,Business,Windows
709,Lenovo,Notebook,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,AMD,Other,2.9,AMD,1,0.0,256.0,0.0,0.0,256.0,4,2.2,94.0,530.0,0,272.59999999999997,530.0,1,0,2,0.14102564102564105,1.8181818181818181,0.46808510638297873,0.125,Business,Windows
175,HP,Notebook,17.3,Windows 10,0,1,1920.0,1080.0,127.33567457123111,Intel,i5,2.5,AMD,1,2000.0,0.0,0.0,0.0,2000.0,6,2.71,72.0,520.0,0,180.0,520.0,0,1,1,0.15664739884393064,2.2140221402214024,0.5765957446808511,0.1875,Business,Windows
1124,Asus,Gaming,15.6,Windows 10,0,1,1920.0,1080.0,141.21199808219862,Intel,i7,2.6,Nvidia,1,1000.0,128.0,0.0,0.0,1128.0,16,2.59,67.0,960.0,0,174.20000000000002,960.0,1,1,3,0.16602564102564102,6.177606177606178,0.551063829787234,0.5,Budget,Windows
430,Asus,Notebook,15.6,Linux,0,0,1920.0,1080.0,141.21199808219862,Intel,i3,2.4,Nvidia,1,1000.0,0.0,0.0,0.0,1000.0,8,2.3,71.0,940.0,0,170.4,940.0,0,1,1,0.14743589743589744,3.4782608695652177,0.4893617021276595,0.25,Budget,Linux
737,HP,Notebook,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,AMD,Other,0.0,AMD,1,1000.0,0.0,0.0,0.0,1000.0,4,2.1,94.0,520.0,0,0.0,520.0,0,1,1,0.13461538461538464,1.9047619047619047,0.44680851063829785,0.125,Business,Windows
406,Lenovo,Ultrabook,14.0,Windows 10,0,1,2560.0,1440.0,209.8006828649808,Intel,i7,2.7,Intel,0,0.0,1000.0,0.0,0.0,1000.0,16,1.13,75.0,620.0,1,202.5,0.0,1,0,2,0.08071428571428571,14.15929203539823,0.24042553191489358,0.5,Business,Windows
987,Toshiba,Notebook,14.0,Windows 10,0,0,1920.0,1080.0,157.3505121487356,Intel,i5,2.3,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.95,62.0,520.0,1,142.6,0.0,1,0,2,0.1392857142857143,4.102564102564103,0.4148936170212766,0.25,Budget,Windows
730,Lenovo,Ultrabook,14.0,Windows 10,0,1,1920.0,1080.0,157.3505121487356,Intel,i5,2.5,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.32,72.0,620.0,1,180.0,0.0,1,0,2,0.09428571428571429,6.0606060606060606,0.28085106382978725,0.25,Business,Windows
303,Lenovo,Notebook,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,AMD,Other,2.4,AMD,1,1000.0,0.0,0.0,0.0,1000.0,6,2.4,96.0,430.0,0,230.39999999999998,430.0,0,1,1,0.15384615384615385,2.5,0.5106382978723404,0.1875,Business,Windows
1080,Dell,Ultrabook,13.3,Windows 10,0,0,1920.0,1080.0,165.6321180513006,Intel,i7,2.7,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.29,75.0,620.0,1,202.5,0.0,1,0,2,0.09699248120300752,6.201550387596899,0.274468085106383,0.25,Business,Windows
542,Dell,Notebook,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,Intel,i7,2.8,Nvidia,1,0.0,256.0,0.0,0.0,256.0,8,1.93,76.0,930.0,0,212.79999999999998,930.0,1,0,2,0.12371794871794872,4.145077720207254,0.4106382978723404,0.25,Business,Windows
753,Acer,Notebook,14.0,Chrome OS,0,0,1366.0,768.0,111.93520355955211,Intel,Celeron,1.6,Intel,0,0.0,0.0,32.0,0.0,32.0,2,1.68,30.0,400.0,1,48.0,0.0,0,0,0,0.12,1.1904761904761905,0.35744680851063826,0.0625,Budget,Other
876,HP,Notebook,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,Intel,i5,2.3,Intel,0,500.0,0.0,0.0,0.0,500.0,4,2.07,62.0,520.0,1,142.6,0.0,0,1,1,0.1326923076923077,1.9323671497584543,0.4404255319148936,0.125,Business,Windows
1104,Acer,Notebook,15.6,Windows 10,0,0,1366.0,768.0,100.45466986113651,AMD,Other,2.2,AMD,1,500.0,0.0,0.0,0.0,500.0,4,2.4,74.0,0.0,0,162.8,0.0,0,1,1,0.15384615384615385,1.6666666666666667,0.5106382978723404,0.125,Budget,Windows
535,Dell,Notebook,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,Intel,i5,2.5,AMD,1,500.0,0.0,0.0,0.0,500.0,4,2.3,72.0,430.0,0,180.0,430.0,0,1,1,0.14743589743589744,1.7391304347826089,0.4893617021276595,0.125,Business,Windows
83,Apple,Ultrabook,12.0,macOS,0,1,2304.0,1440.0,226.41554716935852,Intel,i5,1.3,Intel,0,0.0,512.0,0.0,0.0,512.0,8,0.92,72.0,615.0,1,93.60000000000001,0.0,1,0,2,0.07666666666666667,8.695652173913043,0.19574468085106383,0.25,Premium,macOS
598,Lenovo,Notebook,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,AMD,Other,3.6,AMD,1,0.0,512.0,0.0,0.0,512.0,12,2.2,97.0,530.0,0,349.2,530.0,1,0,2,0.14102564102564105,5.454545454545454,0.46808510638297873,0.375,Business,Windows
477,HP,2 in 1 Convertible,13.3,Windows 10,1,1,3840.0,2160.0,331.2642361026012,Intel,i7,1.8,Intel,0,0.0,512.0,0.0,0.0,512.0,8,1.29,85.0,620.0,1,153.0,0.0,1,0,2,0.09699248120300752,6.201550387596899,0.274468085106383,0.25,Business,Windows
1120,Dell,Ultrabook,12.5,Windows 7,0,0,1366.0,768.0,125.36742798669837,Intel,i5,2.3,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.5,62.0,520.0,1,142.6,0.0,1,0,2,0.12,5.333333333333333,0.3191489361702127,0.25,Business,Windows
359,HP,Workstation,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,Intel,i7,2.8,Nvidia,1,0.0,256.0,0.0,0.0,256.0,8,2.6,77.0,1200.0,0,215.6,1200.0,1,0,2,0.16666666666666669,3.0769230769230766,0.5531914893617021,0.25,Business,Windows
862,Asus,Gaming,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,Intel,i7,2.8,Nvidia,1,1000.0,128.0,0.0,0.0,1128.0,16,2.1,77.0,1060.0,0,215.6,1060.0,1,1,3,0.13461538461538464,7.619047619047619,0.44680851063829785,0.5,Budget,Windows
448,Dell,Notebook,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,Intel,i5,1.6,AMD,1,0.0,256.0,0.0,0.0,256.0,4,2.2,82.0,530.0,0,131.20000000000002,530.0,1,0,2,0.14102564102564105,1.8181818181818181,0.46808510638297873,0.125,Business,Windows
19,Lenovo,Notebook,15.6,No OS,0,0,1920.0,1080.0,141.21199808219862,Intel,i3,2.4,Nvidia,1,1000.0,0.0,0.0,0.0,1000.0,8,2.2,71.0,940.0,0,170.4,940.0,0,1,1,0.14102564102564105,3.6363636363636362,0.46808510638297873,0.25,Business,Other
1206,Dell,Ultrabook,13.3,Linux,1,0,3200.0,1800.0,276.053530085501,Intel,i5,2.4,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.23,63.0,520.0,1,151.2,0.0,1,0,2,0.09248120300751879,6.504065040650406,0.26170212765957446,0.25,Business,Linux
551,Asus,Notebook,15.6,Windows 10,0,0,1366.0,768.0,100.45466986113651,AMD,Other,1.8,AMD,1,500.0,0.0,0.0,0.0,500.0,4,2.0,71.0,0.0,0,127.8,0.0,0,1,1,0.12820512820512822,2.0,0.425531914893617,0.125,Budget,Windows
651,Asus,Gaming,15.6,No OS,0,1,1920.0,1080.0,141.21199808219862,Intel,i7,2.8,Nvidia,1,1000.0,0.0,0.0,0.0,1000.0,8,2.5,77.0,1050.0,0,215.6,1050.0,0,1,1,0.16025641025641027,3.2,0.5319148936170213,0.25,Budget,Other
264,Lenovo,2 in 1 Convertible,15.6,Windows 10,1,1,1920.0,1080.0,141.21199808219862,Intel,i7,2.8,Nvidia,1,0.0,512.0,0.0,0.0,512.0,8,2.0,77.0,1050.0,0,215.6,1050.0,1,0,2,0.12820512820512822,4.0,0.425531914893617,0.25,Business,Windows
211,Dell,Ultrabook,13.3,Windows 10,1,1,3840.0,2160.0,331.2642361026012,Intel,i7,1.8,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.21,85.0,620.0,1,153.0,0.0,1,0,2,0.09097744360902255,6.6115702479338845,0.2574468085106383,0.25,Business,Windows
569,HP,Ultrabook,13.3,Windows 10,1,1,3200.0,1800.0,276.053530085501,Intel,Other,1.2,Intel,0,0.0,512.0,0.0,0.0,512.0,16,1.16,72.0,515.0,1,86.39999999999999,0.0,1,0,2,0.08721804511278194,13.793103448275863,0.24680851063829784,0.5,Business,Windows
165,Acer,Notebook,17.3,Windows 10,0,1,1920.0,1080.0,127.33567457123111,Intel,i5,1.6,Nvidia,1,0.0,256.0,0.0,0.0,256.0,4,3.0,82.0,150.0,0,131.20000000000002,150.0,1,0,2,0.17341040462427745,1.3333333333333333,0.6382978723404255,0.125,Budget,Windows
653,Lenovo,Notebook,14.0,Windows 10,0,0,1366.0,768.0,111.93520355955211,Intel,Celeron,1.6,Intel,0,0.0,0.0,32.0,0.0,32.0,4,1.43,30.0,0.0,1,48.0,0.0,0,0,0,0.10214285714285713,2.7972027972027975,0.30425531914893617,0.125,Business,Windows
965,Dell,Ultrabook,14.0,Windows 10,0,0,1920.0,1080.0,157.3505121487356,Intel,i7,2.8,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.36,76.0,620.0,1,212.79999999999998,0.0,1,0,2,0.09714285714285716,5.88235294117647,0.2893617021276596,0.25,Business,Windows
910,Dell,Notebook,15.6,Windows 10,0,0,1366.0,768.0,100.45466986113651,Intel,i3,2.0,AMD,1,1000.0,0.0,0.0,0.0,1000.0,4,2.18,60.0,420.0,0,120.0,420.0,0,1,1,0.13974358974358975,1.8348623853211008,0.46382978723404256,0.125,Business,Windows
923,Dell,Notebook,14.0,Windows 10,0,0,1920.0,1080.0,157.3505121487356,Intel,i5,2.8,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.6,74.0,620.0,1,207.2,0.0,1,0,2,0.1142857142857143,5.0,0.3404255319148936,0.25,Business,Windows
1153,Dell,Notebook,15.6,Windows 10,0,0,1366.0,768.0,100.45466986113651,Intel,i5,2.5,AMD,1,1000.0,0.0,0.0,0.0,1000.0,8,2.5,72.0,445.0,0,180.0,445.0,0,1,1,0.16025641025641027,3.2,0.5319148936170213,0.25,Business,Windows
1068,Dell,Ultrabook,13.3,Windows 10,1,0,3200.0,1800.0,276.053530085501,Intel,i7,2.7,Intel,0,0.0,1000.0,0.0,0.0,1000.0,16,1.2,75.0,620.0,1,202.5,0.0,1,0,2,0.09022556390977443,13.333333333333334,0.2553191489361702,0.5,Business,Windows
507,Asus,Netbook,11.6,Windows 10 S,0,0,1366.0,768.0,135.0942111925629,Intel,Celeron,1.1,Intel,0,0.0,0.0,64.0,0.0,64.0,4,1.2,33.0,500.0,1,36.300000000000004,0.0,0,0,0,0.10344827586206896,3.3333333333333335,0.2553191489361702,0.125,Budget,Windows
909,HP,Notebook,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,Intel,i7,2.7,Nvidia,1,1000.0,0.0,0.0,0.0,1000.0,8,2.04,75.0,930.0,0,202.5,930.0,0,1,1,0.13076923076923078,3.9215686274509802,0.4340425531914894,0.25,Business,Windows
1008,Dell,2 in 1 Convertible,13.3,Windows 10,1,0,1920.0,1080.0,165.6321180513006,Intel,i5,2.5,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.68,72.0,620.0,1,180.0,0.0,1,0,2,0.1263157894736842,4.761904761904762,0.35744680851063826,0.25,Business,Windows
1318,Lenovo,Notebook,14.0,Windows 10,0,0,1366.0,768.0,111.93520355955211,Intel,Celeron,1.6,Intel,0,0.0,0.0,64.0,0.0,64.0,2,1.5,30.0,0.0,1,48.0,0.0,0,0,0,0.10714285714285714,1.3333333333333333,0.3191489361702127,0.0625,Business,Windows
238,Dell,Notebook,14.0,Windows 10,0,0,1920.0,1080.0,157.3505121487356,Intel,i5,2.5,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.6,72.0,620.0,1,180.0,0.0,1,0,2,0.1142857142857143,5.0,0.3404255319148936,0.25,Business,Windows
691,HP,Notebook,17.3,Windows 10,0,1,1920.0,1080.0,127.33567457123111,Intel,i3,0.0,AMD,1,0.0,256.0,0.0,0.0,256.0,4,2.5,60.0,520.0,0,0.0,520.0,1,0,2,0.1445086705202312,1.6,0.5319148936170213,0.125,Business,Windows
614,Lenovo,Notebook,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,Intel,i5,2.5,Intel,0,1000.0,0.0,0.0,0.0,1000.0,6,2.4,72.0,620.0,1,180.0,0.0,0,1,1,0.15384615384615385,2.5,0.5106382978723404,0.1875,Business,Windows
35,Apple,Ultrabook,13.3,Mac OS X,0,0,1440.0,900.0,127.67794013309688,Intel,i5,1.6,Intel,0,0.0,0.0,256.0,0.0,256.0,8,1.35,72.0,6000.0,1,115.2,0.0,0,0,0,0.10150375939849623,5.925925925925926,0.2872340425531915,0.25,Premium,macOS
966,Toshiba,Notebook,13.3,Windows 7,0,0,1920.0,1080.0,165.6321180513006,Intel,i5,2.3,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.2,62.0,520.0,1,142.6,0.0,1,0,2,0.09022556390977443,6.666666666666667,0.2553191489361702,0.25,Budget,Windows
426,Lenovo,Ultrabook,14.0,Windows 10,0,1,1920.0,1080.0,157.3505121487356,Intel,i7,1.8,AMD,1,0.0,256.0,0.0,0.0,256.0,8,1.75,85.0,550.0,0,153.0,550.0,1,0,2,0.125,4.571428571428571,0.3723404255319149,0.25,Business,Windows
869,Dell,Notebook,13.3,Windows 10,1,0,1920.0,1080.0,165.6321180513006,Intel,i5,2.3,Intel,0,1000.0,0.0,0.0,0.0,1000.0,8,1.62,62.0,520.0,1,142.6,0.0,0,1,1,0.12180451127819548,4.938271604938271,0.3446808510638298,0.25,Business,Windows
843,Lenovo,Notebook,14.0,Windows 10,0,1,1920.0,1080.0,157.3505121487356,Intel,i5,2.6,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.32,73.0,620.0,1,189.8,0.0,1,0,2,0.09428571428571429,6.0606060606060606,0.28085106382978725,0.25,Business,Windows
671,HP,Notebook,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,Intel,i3,0.0,AMD,1,1000.0,0.0,0.0,0.0,1000.0,6,2.04,60.0,430.0,0,0.0,430.0,0,1,1,0.13076923076923078,2.941176470588235,0.4340425531914894,0.1875,Business,Windows
955,Asus,Notebook,17.3,Windows 10,0,0,1600.0,900.0,106.11306214269258,Intel,Pentium,1.6,Nvidia,1,1000.0,0.0,0.0,0.0,1000.0,4,2.8,37.0,920.0,0,59.2,920.0,0,1,1,0.16184971098265893,1.4285714285714286,0.5957446808510638,0.125,Budget,Windows
1295,Acer,Notebook,15.6,Linux,0,0,1366.0,768.0,100.45466986113651,Intel,Celeron,1.6,Intel,0,500.0,0.0,0.0,0.0,500.0,4,2.4,30.0,400.0,1,48.0,0.0,0,1,1,0.15384615384615385,1.6666666666666667,0.5106382978723404,0.125,Budget,Linux
562,Asus,Notebook,15.6,Linux,0,0,1366.0,768.0,100.45466986113651,Intel,Celeron,1.1,Intel,0,500.0,0.0,0.0,0.0,500.0,4,2.0,33.0,500.0,1,36.300000000000004,0.0,0,1,1,0.12820512820512822,2.0,0.425531914893617,0.125,Budget,Linux
827,Dell,Gaming,17.3,Windows 10,0,1,1920.0,1080.0,127.33567457123111,Intel,i7,2.8,Nvidia,1,1000.0,128.0,0.0,0.0,1128.0,16,4.36,77.0,1060.0,0,215.6,1060.0,1,1,3,0.2520231213872832,3.6697247706422016,0.9276595744680851,0.5,Business,Windows
393,Dell,Workstation,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,Intel,i5,2.6,AMD,1,500.0,0.0,0.0,0.0,500.0,8,2.23,64.0,5130.0,0,166.4,5130.0,0,1,1,0.14294871794871794,3.587443946188341,0.47446808510638294,0.25,Business,Windows
126,HP,Notebook,17.3,Windows 10,0,0,1920.0,1080.0,127.33567457123111,Intel,i7,1.8,Nvidia,1,0.0,512.0,0.0,0.0,512.0,16,2.5,85.0,930.0,0,153.0,930.0,1,0,2,0.1445086705202312,6.4,0.5319148936170213,0.5,Business,Windows
32,Asus,Notebook,14.0,Windows 10,0,0,1366.0,768.0,111.93520355955211,AMD,Other,1.5,AMD,1,0.0,0.0,32.0,0.0,32.0,2,1.65,61.0,0.0,0,91.5,0.0,0,0,0,0.11785714285714285,1.2121212121212122,0.351063829787234,0.0625,Budget,Windows
294,Lenovo,Notebook,15.6,No OS,0,0,1920.0,1080.0,141.21199808219862,Intel,i7,2.7,Nvidia,1,1000.0,0.0,0.0,0.0,1000.0,8,2.2,75.0,940.0,0,202.5,940.0,0,1,1,0.14102564102564105,3.6363636363636362,0.46808510638297873,0.25,Business,Other
842,Lenovo,Notebook,14.0,Windows 10,0,0,1920.0,1080.0,157.3505121487356,Intel,i5,2.3,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.7,62.0,520.0,1,142.6,0.0,1,0,2,0.12142857142857143,4.705882352941177,0.36170212765957444,0.25,Business,Windows
567,Acer,2 in 1 Convertible,11.6,Windows 10,1,1,1920.0,1080.0,189.90579052433606,Intel,Celeron,2.0,Intel,0,0.0,0.0,32.0,0.0,32.0,4,1.25,33.0,500.0,1,66.0,0.0,0,0,0,0.10775862068965518,3.2,0.26595744680851063,0.125,Budget,Windows
282,Acer,Notebook,15.6,Windows 10,0,1,1920.0,1080.0,141.21199808219862,Intel,i7,1.8,Nvidia,1,1000.0,0.0,0.0,0.0,1000.0,8,2.2,85.0,130.0,0,153.0,130.0,0,1,1,0.14102564102564105,3.6363636363636362,0.46808510638297873,0.25,Budget,Windows
936,HP,Ultrabook,13.3,Windows 10,1,0,3200.0,1800.0,276.053530085501,Intel,i7,2.7,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.39,75.0,620.0,1,202.5,0.0,1,0,2,0.10451127819548871,5.755395683453238,0.2957446808510638,0.25,Business,Windows
215,Acer,Notebook,15.6,Linux,0,0,1920.0,1080.0,141.21199808219862,Intel,i7,2.8,Nvidia,1,1000.0,0.0,0.0,0.0,1000.0,8,2.4,77.0,1050.0,0,215.6,1050.0,0,1,1,0.15384615384615385,3.3333333333333335,0.5106382978723404,0.25,Budget,Linux
1027,HP,Ultrabook,14.0,Windows 10,0,0,1920.0,1080.0,157.3505121487356,Intel,i7,2.5,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.54,65.0,520.0,1,162.5,0.0,1,0,2,0.11,5.194805194805195,0.3276595744680851,0.25,Business,Windows
771,Google,Ultrabook,12.3,Chrome OS,1,0,2400.0,1600.0,234.50740003017813,Intel,i5,1.2,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.1,72.0,615.0,1,86.39999999999999,0.0,1,0,2,0.08943089430894309,7.2727272727272725,0.23404255319148937,0.25,Budget,Other
1254,HP,Ultrabook,14.0,Windows 7,0,0,2560.0,1440.0,209.8006828649808,Intel,i7,2.5,Intel,0,0.0,256.0,0.0,0.0,256.0,8,1.54,65.0,520.0,1,162.5,0.0,1,0,2,0.11,5.194805194805195,0.3276595744680851,0.25,Business,Windows
1171,Dell,Gaming,15.6,Windows 10,0,0,1920.0,1080.0,141.21199808219862,Intel,i7,2.8,Nvidia,1,1000.0,0.0,0.0,0.0,1000.0,8,2.62,77.0,1050.0,0,215.6,1050.0,0,1,1,0.16794871794871796,3.0534351145038165,0.5574468085106383,0.25,Business,Windows
224,Dell,2 in 1 Convertible,13.3,Windows 10,1,0,1920.0,1080.0,165.6321180513006,Intel,i7,1.8,Intel,0,0.0,512.0,0.0,0.0,512.0,16,1.62,85.0,620.0,1,153.0,0.0,1,0,2,0.12180451127819548,9.876543209876543,0.3446808510638298,0.5,Business,Windows
13,Apple,Ultrabook,15.4,macOS,0,1,2880.0,1800.0,220.53462386625827,Intel,i7,2.8,AMD,1,0.0,256.0,0.0,0.0,256.0,16,1.83,72.0,555.0,0,201.6,555.0,1,0,2,0.11883116883116883,8.743169398907103,0.3893617021276596,0.5,Premium,macOS
574,Fujitsu,Notebook,15.6,Windows 10,0,0,1366.0,768.0,100.45466986113651,Intel,i5,2.5,Intel,0,1000.0,0.0,0.0,0.0,1000.0,8,2.2,72.0,620.0,1,180.0,0.0,0,1,1,0.14102564102564105,3.6363636363636362,0.46808510638297873,0.25,Budget,Windows
